# x, y, theta, v_l, v_r
248.05, 1748.54, -0.536, -0.98, 0.00
248.05, 1748.54, -0.527, -0.98, 0.00
248.04, 1748.54, -0.517, -0.98, 0.00
248.04, 1748.55, -0.507, -0.98, 0.00
248.04, 1748.55, -0.497, -0.98, 0.00
248.03, 1748.55, -0.487, -0.98, 0.00
248.03, 1748.55, -0.478, -0.98, 0.00
248.02, 1748.56, -0.468, -0.98, 0.00
248.02, 1748.56, -0.458, -0.98, 0.00
248.01, 1748.56, -0.448, -0.98, 0.00
248.01, 1748.56, -0.439, -0.98, 0.00
248.01, 1748.56, -0.429, -0.98, 0.00
248.00, 1748.57, -0.419, -0.98, 0.00
248.00, 1748.57, -0.409, -0.98, 0.00
247.99, 1748.57, -0.399, -0.98, 0.00
247.99, 1748.57, -0.390, -0.98, 0.00
247.98, 1748.57, -0.380, -0.98, 0.00
247.98, 1748.58, -0.370, -0.98, 0.00
247.97, 1748.58, -0.360, -0.98, 0.00
247.97, 1748.58, -0.351, -0.98, 0.00
247.96, 1748.58, -0.341, -0.98, 0.00
247.96, 1748.58, -0.331, -0.98, 0.00
247.96, 1748.58, -0.321, -0.98, 0.00
247.95, 1748.59, -0.311, -0.98, 0.00
247.95, 1748.59, -0.302, -0.98, 0.00
247.94, 1748.59, -0.292, -0.98, 0.00
247.94, 1748.59, -0.282, -0.98, 0.00
247.93, 1748.59, -0.272, -0.98, 0.00
247.93, 1748.59, -0.263, -0.98, 0.00
247.92, 1748.59, -0.253, -0.98, 0.00
247.92, 1748.59, -0.243, -0.98, 0.00
247.91, 1748.60, -0.233, -0.98, 0.00
247.91, 1748.60, -0.223, -0.98, 0.00
247.90, 1748.60, -0.214, -0.98, 0.00
247.90, 1748.60, -0.204, -0.98, 0.00
247.89, 1748.60, -0.194, -0.98, 0.00
247.89, 1748.60, -0.184, -0.98, 0.00
247.88, 1748.60, -0.175, -0.98, 0.00
247.88, 1748.60, -0.165, -0.98, 0.00
247.87, 1748.60, -0.155, -0.98, 0.00
247.87, 1748.60, -0.145, -0.98, 0.00
247.86, 1748.60, -0.136, -0.98, 0.00
247.86, 1748.60, -0.126, -0.98, 0.00
247.86, 1748.60, -0.116, -0.98, 0.00
247.85, 1748.61, -0.106, -0.98, 0.00
247.85, 1748.61, -0.096, -0.98, 0.00
247.84, 1748.61, -0.087, -0.98, 0.00
247.84, 1748.61, -0.077, -0.98, 0.00
247.83, 1748.61, -0.067, -0.98, 0.00
247.83, 1748.61, -0.057, -0.98, 0.00
247.82, 1748.61, -0.048, -0.98, 0.00
247.82, 1748.61, -0.038, -0.98, 0.00
247.81, 1748.61, -0.028, -0.98, 0.00
247.81, 1748.61, -0.018, -0.98, 0.00
247.80, 1748.61, -0.008, -0.98, 0.00
247.80, 1748.61, 0.001, -0.98, 0.00
247.79, 1748.61, 0.011, -0.98, 0.00
247.79, 1748.61, 0.021, -0.98, 0.00
247.78, 1748.61, 0.031, -0.98, 0.00
247.78, 1748.61, 0.040, -0.98, 0.00
247.77, 1748.61, 0.050, -0.98, 0.00
247.77, 1748.61, 0.060, -0.98, 0.00
247.76, 1748.61, 0.070, -0.98, 0.00
247.76, 1748.61, 0.080, -0.98, 0.00
247.75, 1748.61, 0.089, -0.98, 0.00
247.75, 1748.60, 0.099, -0.98, 0.00
247.74, 1748.60, 0.109, -0.98, 0.00
247.74, 1748.60, 0.119, -0.98, 0.00
247.73, 1748.60, 0.128, -0.98, 0.00
247.73, 1748.60, 0.138, -0.98, 0.00
247.72, 1748.60, 0.148, -0.98, 0.00
247.72, 1748.60, 0.158, -0.98, 0.00
247.71, 1748.60, 0.168, -0.98, 0.00
247.71, 1748.60, 0.177, -0.98, 0.00
247.70, 1748.60, 0.187, -0.98, 0.00
247.70, 1748.60, 0.197, -0.98, 0.00
247.69, 1748.60, 0.207, -0.98, 0.00
247.69, 1748.59, 0.216, -0.98, 0.00
247.69, 1748.59, 0.226, -0.98, 0.00
247.68, 1748.59, 0.236, -0.98, 0.00
247.68, 1748.59, 0.246, -0.98, 0.00
247.67, 1748.59, 0.255, -0.98, 0.00
247.67, 1748.59, 0.265, -0.98, 0.00
247.66, 1748.59, 0.275, -0.98, 0.00
247.66, 1748.59, 0.285, -0.98, 0.00
247.65, 1748.58, 0.295, -0.98, 0.00
247.65, 1748.58, 0.304, -0.98, 0.00
247.64, 1748.58, 0.314, -0.98, 0.00
247.64, 1748.58, 0.324, -0.98, 0.00
247.63, 1748.58, 0.334, -0.98, 0.00
247.63, 1748.58, 0.343, -0.98, 0.00
247.62, 1748.58, 0.353, -0.98, 0.00
247.62, 1748.57, 0.363, -0.98, 0.00
247.62, 1748.57, 0.373, -0.98, 0.00
247.61, 1748.57, 0.383, -0.98, 0.00
247.61, 1748.57, 0.392, -0.98, 0.00
247.60, 1748.57, 0.402, -0.98, 0.00
247.60, 1748.56, 0.412, -0.98, 0.00
247.59, 1748.56, 0.422, -0.98, 0.00
247.59, 1748.56, 0.431, -0.98, 0.00
247.58, 1748.56, 0.441, -0.98, 0.00
247.58, 1748.56, 0.451, -0.98, 0.00
247.57, 1748.55, 0.461, -0.98, 0.00
247.57, 1748.55, 0.471, -0.98, 0.00
247.57, 1748.55, 0.480, -0.98, 0.00
247.56, 1748.55, 0.490, -0.98, 0.00
247.56, 1748.54, 0.500, -0.98, 0.00
247.55, 1748.54, 0.510, -0.98, 0.00
247.55, 1748.54, 0.519, -0.98, 0.00
247.54, 1748.54, 0.529, -0.98, 0.00
247.54, 1748.53, 0.539, -0.98, 0.00
247.54, 1748.53, 0.549, -0.98, 0.00
247.53, 1748.53, 0.559, -0.98, 0.00
247.53, 1748.53, 0.568, -0.98, 0.00
247.52, 1748.52, 0.578, -0.98, 0.00
247.52, 1748.52, 0.588, -0.98, 0.00
247.52, 1748.52, 0.598, -0.98, 0.00
247.51, 1748.52, 0.607, -0.98, 0.00
247.51, 1748.51, 0.617, -0.98, 0.00
247.50, 1748.51, 0.627, -0.98, 0.00
247.50, 1748.51, 0.637, -0.98, 0.00
247.50, 1748.50, 0.647, -0.98, 0.00
247.49, 1748.50, 0.656, -0.98, 0.00
247.49, 1748.50, 0.666, -0.98, 0.00
247.48, 1748.49, 0.676, -0.98, 0.00
247.48, 1748.49, 0.686, -0.98, 0.00
247.48, 1748.49, 0.695, -0.98, 0.00
247.47, 1748.49, 0.705, -0.98, 0.00
247.47, 1748.48, 0.715, -0.98, 0.00
247.47, 1748.48, 0.725, -0.98, 0.00
247.46, 1748.48, 0.734, -0.98, 0.00
247.46, 1748.47, 0.744, -0.98, 0.00
247.45, 1748.47, 0.754, -0.98, 0.00
247.45, 1748.47, 0.764, -0.98, 0.00
247.45, 1748.46, 0.774, -0.98, 0.00
247.44, 1748.46, 0.783, -0.98, 0.00
247.44, 1748.45, 0.793, -0.98, 0.00
247.44, 1748.45, 0.803, -0.98, 0.00
247.43, 1748.45, 0.813, -0.98, 0.00
247.43, 1748.44, 0.822, -0.98, 0.00
247.43, 1748.44, 0.832, -0.98, 0.00
247.42, 1748.44, 0.842, -0.98, 0.00
247.42, 1748.43, 0.852, -0.98, 0.00
247.42, 1748.43, 0.862, -0.98, 0.00
247.41, 1748.43, 0.871, -0.98, 0.00
247.41, 1748.42, 0.881, -0.98, 0.00
247.41, 1748.42, 0.891, -0.98, 0.00
247.41, 1748.41, 0.901, -0.98, 0.00
247.40, 1748.41, 0.910, -0.98, 0.00
247.40, 1748.41, 0.920, -0.98, 0.00
247.40, 1748.40, 0.930, -0.98, 0.00
247.39, 1748.40, 0.940, -0.98, 0.00
247.39, 1748.39, 0.950, -0.98, 0.00
247.39, 1748.39, 0.959, -0.98, 0.00
247.38, 1748.39, 0.969, -0.98, 0.00
247.38, 1748.38, 0.979, -0.98, 0.00
247.38, 1748.38, 0.989, -0.98, 0.00
247.38, 1748.37, 0.998, -0.98, 0.00
247.37, 1748.37, 1.008, -0.98, 0.00
247.37, 1748.37, 1.018, -0.98, 0.00
247.37, 1748.36, 1.028, -0.98, 0.00
247.37, 1748.36, 1.038, -0.98, 0.00
247.36, 1748.35, 1.047, -0.98, 0.00
247.36, 1748.35, 1.057, -0.98, 0.00
247.36, 1748.34, 1.067, -0.98, 0.00
247.36, 1748.34, 1.077, -0.98, 0.00
247.35, 1748.34, 1.086, -0.98, 0.00
247.35, 1748.33, 1.096, -0.98, 0.00
247.35, 1748.33, 1.106, -0.98, 0.00
247.35, 1748.32, 1.116, -0.98, 0.00
247.35, 1748.32, 1.125, -0.98, 0.00
247.34, 1748.31, 1.135, -0.98, 0.00
247.34, 1748.31, 1.145, -0.98, 0.00
247.34, 1748.31, 1.155, -0.98, 0.00
247.34, 1748.30, 1.165, -0.98, 0.00
247.34, 1748.30, 1.174, -0.98, 0.00
247.33, 1748.29, 1.184, -0.98, 0.00
247.33, 1748.29, 1.194, -0.98, 0.00
247.33, 1748.28, 1.204, -0.98, 0.00
247.33, 1748.28, 1.213, -0.98, 0.00
247.33, 1748.27, 1.223, -0.98, 0.00
247.33, 1748.27, 1.233, -0.98, 0.00
247.32, 1748.26, 1.243, -0.98, 0.00
247.32, 1748.26, 1.253, -0.98, 0.00
247.32, 1748.25, 1.262, -0.98, 0.00
247.32, 1748.25, 1.272, -0.98, 0.00
247.32, 1748.25, 1.282, -0.98, 0.00
247.32, 1748.24, 1.292, -0.98, 0.00
247.32, 1748.24, 1.301, -0.98, 0.00
247.31, 1748.23, 1.311, -0.98, 0.00
247.31, 1748.23, 1.321, -0.98, 0.00
247.31, 1748.22, 1.331, -0.98, 0.00
247.31, 1748.22, 1.341, -0.98, 0.00
247.31, 1748.21, 1.350, -0.98, 0.00
247.31, 1748.21, 1.360, -0.98, 0.00
247.31, 1748.20, 1.370, -0.98, 0.00
247.31, 1748.20, 1.380, -0.98, 0.00
247.31, 1748.19, 1.389, -0.98, 0.00
247.30, 1748.19, 1.399, -0.98, 0.00
247.29, 1748.13, 1.292, -0.98, -11.73
247.30, 1748.18, 1.419, -0.98, 11.73
247.30, 1748.18, 1.653, -11.73, 11.73
247.29, 1748.30, 1.653, 11.73, 11.73
247.28, 1748.42, 1.653, 11.73, 11.73
247.27, 1748.53, 1.653, 11.73, 11.73
247.26, 1748.65, 1.653, 11.73, 11.73
247.25, 1748.77, 1.653, 11.73, 11.73
247.24, 1748.88, 1.653, 11.73, 11.73
247.23, 1749.00, 1.653, 11.73, 11.73
247.22, 1749.12, 1.653, 11.73, 11.73
247.21, 1749.23, 1.653, 11.73, 11.73
247.21, 1749.35, 1.653, 11.73, 11.73
247.20, 1749.47, 1.653, 11.73, 11.73
247.19, 1749.58, 1.653, 11.73, 11.73
247.18, 1749.70, 1.653, 11.73, 11.73
247.17, 1749.82, 1.653, 11.73, 11.73
247.16, 1749.94, 1.653, 11.73, 11.73
247.15, 1750.05, 1.653, 11.73, 11.73
247.14, 1750.17, 1.653, 11.73, 11.73
247.13, 1750.29, 1.653, 11.73, 11.73
247.12, 1750.40, 1.653, 11.73, 11.73
247.11, 1750.52, 1.653, 11.73, 11.73
247.10, 1750.64, 1.653, 11.73, 11.73
247.09, 1750.75, 1.653, 11.73, 11.73
247.08, 1750.87, 1.653, 11.73, 11.73
247.07, 1750.99, 1.653, 11.73, 11.73
247.06, 1751.10, 1.653, 11.73, 11.73
247.05, 1751.22, 1.653, 11.73, 11.73
247.04, 1751.34, 1.653, 11.73, 11.73
247.03, 1751.46, 1.653, 11.73, 11.73
247.02, 1751.57, 1.653, 11.73, 11.73
247.01, 1751.69, 1.653, 11.73, 11.73
247.00, 1751.81, 1.653, 11.73, 11.73
246.99, 1751.92, 1.653, 11.73, 11.73
246.98, 1752.04, 1.653, 11.73, 11.73
246.97, 1752.16, 1.653, 11.73, 11.73
246.96, 1752.27, 1.653, 11.73, 11.73
246.95, 1752.39, 1.653, 11.73, 11.73
246.94, 1752.51, 1.653, 11.73, 11.73
246.93, 1752.62, 1.653, 11.73, 11.73
246.92, 1752.74, 1.653, 11.73, 11.73
246.91, 1752.86, 1.653, 11.73, 11.73
246.91, 1752.97, 1.653, 11.73, 11.73
246.90, 1753.09, 1.653, 11.73, 11.73
246.89, 1753.21, 1.653, 11.73, 11.73
246.88, 1753.33, 1.653, 11.73, 11.73
246.87, 1753.44, 1.653, 11.73, 11.73
246.86, 1753.56, 1.653, 11.73, 11.73
246.85, 1753.68, 1.653, 11.73, 11.73
246.84, 1753.79, 1.653, 11.73, 11.73
246.83, 1753.91, 1.653, 11.73, 11.73
246.82, 1754.03, 1.653, 11.73, 11.73
246.81, 1754.14, 1.653, 11.73, 11.73
246.80, 1754.26, 1.653, 11.73, 11.73
246.79, 1754.38, 1.653, 11.73, 11.73
246.78, 1754.49, 1.653, 11.73, 11.73
246.77, 1754.61, 1.653, 11.73, 11.73
246.76, 1754.73, 1.653, 11.73, 11.73
246.75, 1754.85, 1.653, 11.73, 11.73
246.74, 1754.96, 1.653, 11.73, 11.73
246.73, 1755.08, 1.653, 11.73, 11.73
246.72, 1755.20, 1.653, 11.73, 11.73
246.71, 1755.31, 1.653, 11.73, 11.73
246.70, 1755.43, 1.653, 11.73, 11.73
246.70, 1755.49, 1.536, 11.73, 0.00
246.71, 1755.55, 1.419, 11.73, 0.00
246.71, 1755.54, 1.429, -0.98, 0.00
246.70, 1755.54, 1.438, -0.98, 0.00
246.70, 1755.53, 1.448, -0.98, 0.00
246.70, 1755.53, 1.458, -0.98, 0.00
246.70, 1755.52, 1.468, -0.98, 0.00
246.70, 1755.52, 1.477, -0.98, 0.00
246.70, 1755.51, 1.487, -0.98, 0.00
246.70, 1755.51, 1.497, -0.98, 0.00
246.70, 1755.50, 1.507, -0.98, 0.00
246.70, 1755.50, 1.516, -0.98, 0.00
246.70, 1755.49, 1.526, -0.98, 0.00
246.70, 1755.49, 1.536, -0.98, 0.00
246.70, 1755.48, 1.546, -0.98, 0.00
246.70, 1755.48, 1.556, -0.98, 0.00
246.70, 1755.47, 1.565, -0.98, 0.00
246.70, 1755.47, 1.575, -0.98, 0.00
246.70, 1755.46, 1.585, -0.98, 0.00
246.70, 1755.46, 1.595, -0.98, 0.00
246.70, 1755.45, 1.604, -0.98, 0.00
246.70, 1755.45, 1.614, -0.98, 0.00
246.70, 1755.44, 1.624, -0.98, 0.00
246.70, 1755.44, 1.634, -0.98, 0.00
246.70, 1755.43, 1.644, -0.98, 0.00
246.70, 1755.43, 1.653, -0.98, 0.00
246.70, 1755.42, 1.663, -0.98, 0.00
246.70, 1755.42, 1.673, -0.98, 0.00
246.70, 1755.41, 1.683, -0.98, 0.00
246.70, 1755.41, 1.692, -0.98, 0.00
246.70, 1755.40, 1.702, -0.98, 0.00
246.71, 1755.40, 1.712, -0.98, 0.00
246.71, 1755.40, 1.722, -0.98, 0.00
246.71, 1755.39, 1.732, -0.98, 0.00
246.71, 1755.39, 1.741, -0.98, 0.00
246.71, 1755.38, 1.751, -0.98, 0.00
246.71, 1755.38, 1.761, -0.98, 0.00
246.71, 1755.37, 1.771, -0.98, 0.00
246.71, 1755.37, 1.780, -0.98, 0.00
246.71, 1755.36, 1.790, -0.98, 0.00
246.71, 1755.36, 1.800, -0.98, 0.00
246.71, 1755.35, 1.810, -0.98, 0.00
246.72, 1755.35, 1.820, -0.98, 0.00
246.72, 1755.34, 1.829, -0.98, 0.00
246.72, 1755.34, 1.839, -0.98, 0.00
246.72, 1755.33, 1.849, -0.98, 0.00
246.72, 1755.33, 1.859, -0.98, 0.00
246.72, 1755.32, 1.868, -0.98, 0.00
246.72, 1755.32, 1.878, -0.98, 0.00
246.73, 1755.31, 1.888, -0.98, 0.00
246.73, 1755.31, 1.898, -0.98, 0.00
246.73, 1755.31, 1.907, -0.98, 0.00
246.73, 1755.30, 1.917, -0.98, 0.00
246.73, 1755.30, 1.927, -0.98, 0.00
246.73, 1755.29, 1.937, -0.98, 0.00
246.74, 1755.29, 1.947, -0.98, 0.00
246.74, 1755.28, 1.956, -0.98, 0.00
246.74, 1755.28, 1.966, -0.98, 0.00
246.74, 1755.27, 1.976, -0.98, 0.00
246.74, 1755.27, 1.986, -0.98, 0.00
246.74, 1755.26, 1.995, -0.98, 0.00
246.75, 1755.26, 2.005, -0.98, 0.00
246.75, 1755.26, 2.015, -0.98, 0.00
246.75, 1755.25, 2.025, -0.98, 0.00
246.75, 1755.25, 2.035, -0.98, 0.00
246.76, 1755.24, 2.044, -0.98, 0.00
246.76, 1755.24, 2.054, -0.98, 0.00
246.76, 1755.23, 2.064, -0.98, 0.00
246.76, 1755.23, 2.074, -0.98, 0.00
246.76, 1755.23, 2.083, -0.98, 0.00
246.77, 1755.22, 2.093, -0.98, 0.00
246.77, 1755.22, 2.103, -0.98, 0.00
246.77, 1755.21, 2.113, -0.98, 0.00
246.77, 1755.21, 2.123, -0.98, 0.00
246.78, 1755.20, 2.132, -0.98, 0.00
246.78, 1755.20, 2.142, -0.98, 0.00
246.78, 1755.20, 2.152, -0.98, 0.00
246.79, 1755.19, 2.162, -0.98, 0.00
246.79, 1755.19, 2.171, -0.98, 0.00
246.79, 1755.18, 2.181, -0.98, 0.00
246.79, 1755.18, 2.191, -0.98, 0.00
246.80, 1755.18, 2.201, -0.98, 0.00
246.80, 1755.17, 2.211, -0.98, 0.00
246.80, 1755.17, 2.220, -0.98, 0.00
246.81, 1755.17, 2.230, -0.98, 0.00
246.81, 1755.16, 2.240, -0.98, 0.00
246.81, 1755.16, 2.250, -0.98, 0.00
246.81, 1755.15, 2.259, -0.98, 0.00
246.82, 1755.15, 2.269, -0.98, 0.00
246.82, 1755.15, 2.279, -0.98, 0.00
246.82, 1755.14, 2.289, -0.98, 0.00
246.83, 1755.14, 2.299, -0.98, 0.00
246.83, 1755.14, 2.308, -0.98, 0.00
246.83, 1755.13, 2.318, -0.98, 0.00
246.84, 1755.13, 2.328, -0.98, 0.00
246.84, 1755.12, 2.338, -0.98, 0.00
246.84, 1755.12, 2.347, -0.98, 0.00
246.85, 1755.12, 2.357, -0.98, 0.00
246.85, 1755.11, 2.367, -0.98, 0.00
246.85, 1755.11, 2.377, -0.98, 0.00
246.86, 1755.11, 2.386, -0.98, 0.00
246.86, 1755.10, 2.396, -0.98, 0.00
246.86, 1755.10, 2.406, -0.98, 0.00
246.87, 1755.10, 2.416, -0.98, 0.00
246.87, 1755.09, 2.426, -0.98, 0.00
246.88, 1755.09, 2.435, -0.98, 0.00
246.88, 1755.09, 2.445, -0.98, 0.00
246.88, 1755.09, 2.455, -0.98, 0.00
246.89, 1755.08, 2.465, -0.98, 0.00
246.89, 1755.08, 2.474, -0.98, 0.00
246.89, 1755.08, 2.484, -0.98, 0.00
246.90, 1755.07, 2.494, -0.98, 0.00
246.90, 1755.07, 2.504, -0.98, 0.00
246.91, 1755.07, 2.514, -0.98, 0.00
246.91, 1755.07, 2.523, -0.98, 0.00
246.91, 1755.06, 2.533, -0.98, 0.00
246.92, 1755.06, 2.543, -0.98, 0.00
246.92, 1755.06, 2.553, -0.98, 0.00
246.93, 1755.05, 2.562, -0.98, 0.00
246.93, 1755.05, 2.572, -0.98, 0.00
246.94, 1755.05, 2.582, -0.98, 0.00
246.94, 1755.05, 2.592, -0.98, 0.00
246.94, 1755.04, 2.602, -0.98, 0.00
246.95, 1755.04, 2.611, -0.98, 0.00
246.95, 1755.04, 2.621, -0.98, 0.00
246.96, 1755.04, 2.631, -0.98, 0.00
246.96, 1755.03, 2.641, -0.98, 0.00
246.96, 1755.03, 2.650, -0.98, 0.00
246.97, 1755.03, 2.660, -0.98, 0.00
246.97, 1755.03, 2.670, -0.98, 0.00
246.98, 1755.03, 2.680, -0.98, 0.00
246.98, 1755.02, 2.690, -0.98, 0.00
246.99, 1755.02, 2.699, -0.98, 0.00
246.99, 1755.02, 2.709, -0.98, 0.00
247.00, 1755.02, 2.719, -0.98, 0.00
247.00, 1755.02, 2.729, -0.98, 0.00
247.00, 1755.01, 2.738, -0.98, 0.00
247.01, 1755.01, 2.748, -0.98, 0.00
247.01, 1755.01, 2.758, -0.98, 0.00
247.02, 1755.01, 2.768, -0.98, 0.00
247.02, 1755.01, 2.777, -0.98, 0.00
247.03, 1755.00, 2.787, -0.98, 0.00
247.03, 1755.00, 2.797, -0.98, 0.00
247.04, 1755.00, 2.807, -0.98, 0.00
247.04, 1755.00, 2.817, -0.98, 0.00
247.05, 1755.00, 2.826, -0.98, 0.00
247.05, 1755.00, 2.836, -0.98, 0.00
247.05, 1755.00, 2.846, -0.98, 0.00
247.06, 1754.99, 2.856, -0.98, 0.00
247.06, 1754.99, 2.865, -0.98, 0.00
247.07, 1754.99, 2.875, -0.98, 0.00
247.07, 1754.99, 2.885, -0.98, 0.00
247.08, 1754.99, 2.895, -0.98, 0.00
247.08, 1754.99, 2.905, -0.98, 0.00
247.09, 1754.99, 2.914, -0.98, 0.00
247.09, 1754.99, 2.924, -0.98, 0.00
247.10, 1754.99, 2.934, -0.98, 0.00
247.10, 1754.98, 2.944, -0.98, 0.00
247.11, 1754.98, 2.953, -0.98, 0.00
247.11, 1754.98, 2.963, -0.98, 0.00
247.12, 1754.98, 2.973, -0.98, 0.00
247.12, 1754.98, 2.983, -0.98, 0.00
247.13, 1754.98, 2.993, -0.98, 0.00
247.13, 1754.98, 3.002, -0.98, 0.00
247.14, 1754.98, 3.012, -0.98, 0.00
247.14, 1754.98, 3.022, -0.98, 0.00
247.15, 1754.98, 3.032, -0.98, 0.00
247.15, 1754.98, 3.041, -0.98, 0.00
247.16, 1754.98, 3.051, -0.98, 0.00
247.16, 1754.98, 3.061, -0.98, 0.00
247.17, 1754.98, 3.071, -0.98, 0.00
247.17, 1754.98, 3.081, -0.98, 0.00
247.17, 1754.98, 3.090, -0.98, 0.00
247.18, 1754.98, 3.100, -0.98, 0.00
247.18, 1754.98, 3.110, -0.98, 0.00
247.19, 1754.98, 3.120, -0.98, 0.00
247.19, 1754.98, 3.129, -0.98, 0.00
247.20, 1754.98, 3.139, -0.98, 0.00
247.20, 1754.98, -3.134, -0.98, 0.00
247.21, 1754.98, -3.124, -0.98, 0.00
247.21, 1754.98, -3.115, -0.98, 0.00
247.22, 1754.98, -3.105, -0.98, 0.00
247.22, 1754.98, -3.095, -0.98, 0.00
247.23, 1754.98, -3.085, -0.98, 0.00
247.23, 1754.98, -3.076, -0.98, 0.00
247.24, 1754.98, -3.066, -0.98, 0.00
247.24, 1754.98, -3.056, -0.98, 0.00
247.25, 1754.98, -3.046, -0.98, 0.00
247.25, 1754.98, -3.036, -0.98, 0.00
247.26, 1754.98, -3.027, -0.98, 0.00
247.26, 1754.98, -3.017, -0.98, 0.00
247.27, 1754.98, -3.007, -0.98, 0.00
247.27, 1754.98, -2.997, -0.98, 0.00
247.28, 1754.98, -2.988, -0.98, 0.00
247.28, 1754.98, -2.978, -0.98, 0.00
247.29, 1754.98, -2.968, -0.98, 0.00
247.29, 1754.98, -2.958, -0.98, 0.00
247.30, 1754.99, -2.949, -0.98, 0.00
247.30, 1754.99, -2.939, -0.98, 0.00
247.31, 1754.99, -2.929, -0.98, 0.00
247.31, 1754.99, -2.919, -0.98, 0.00
247.32, 1754.99, -2.909, -0.98, 0.00
247.32, 1754.99, -2.900, -0.98, 0.00
247.32, 1754.99, -2.890, -0.98, 0.00
247.33, 1754.99, -2.880, -0.98, 0.00
247.33, 1754.99, -2.870, -0.98, 0.00
247.34, 1755.00, -2.861, -0.98, 0.00
247.34, 1755.00, -2.851, -0.98, 0.00
247.35, 1755.00, -2.841, -0.98, 0.00
247.35, 1755.00, -2.831, -0.98, 0.00
247.36, 1755.00, -2.821, -0.98, 0.00
247.36, 1755.00, -2.812, -0.98, 0.00
247.37, 1755.01, -2.802, -0.98, 0.00
247.37, 1755.01, -2.792, -0.98, 0.00
247.38, 1755.01, -2.782, -0.98, 0.00
247.38, 1755.01, -2.773, -0.98, 0.00
247.39, 1755.01, -2.763, -0.98, 0.00
247.39, 1755.01, -2.753, -0.98, 0.00
247.39, 1755.02, -2.743, -0.98, 0.00
247.40, 1755.02, -2.733, -0.98, 0.00
247.40, 1755.02, -2.724, -0.98, 0.00
247.41, 1755.02, -2.714, -0.98, 0.00
247.41, 1755.02, -2.704, -0.98, 0.00
247.42, 1755.03, -2.694, -0.98, 0.00
247.42, 1755.03, -2.685, -0.98, 0.00
247.43, 1755.03, -2.675, -0.98, 0.00
247.43, 1755.03, -2.665, -0.98, 0.00
247.43, 1755.04, -2.655, -0.98, 0.00
247.44, 1755.04, -2.645, -0.98, 0.00
247.44, 1755.04, -2.636, -0.98, 0.00
247.45, 1755.04, -2.626, -0.98, 0.00
247.45, 1755.05, -2.616, -0.98, 0.00
247.46, 1755.05, -2.606, -0.98, 0.00
247.46, 1755.05, -2.597, -0.98, 0.00
247.46, 1755.05, -2.587, -0.98, 0.00
247.47, 1755.06, -2.577, -0.98, 0.00
247.47, 1755.06, -2.567, -0.98, 0.00
247.48, 1755.06, -2.558, -0.98, 0.00
247.48, 1755.06, -2.548, -0.98, 0.00
247.48, 1755.07, -2.538, -0.98, 0.00
247.49, 1755.07, -2.528, -0.98, 0.00
247.49, 1755.07, -2.518, -0.98, 0.00
247.50, 1755.08, -2.509, -0.98, 0.00
247.50, 1755.08, -2.499, -0.98, 0.00
247.50, 1755.08, -2.489, -0.98, 0.00
247.51, 1755.08, -2.479, -0.98, 0.00
247.51, 1755.09, -2.470, -0.98, 0.00
247.52, 1755.09, -2.460, -0.98, 0.00
247.52, 1755.09, -2.450, -0.98, 0.00
247.52, 1755.10, -2.440, -0.98, 0.00
247.53, 1755.10, -2.430, -0.98, 0.00
247.53, 1755.10, -2.421, -0.98, 0.00
247.53, 1755.11, -2.411, -0.98, 0.00
247.54, 1755.11, -2.401, -0.98, 0.00
247.54, 1755.11, -2.391, -0.98, 0.00
247.54, 1755.12, -2.382, -0.98, 0.00
247.55, 1755.12, -2.372, -0.98, 0.00
247.55, 1755.12, -2.362, -0.98, 0.00
247.56, 1755.13, -2.352, -0.98, 0.00
247.56, 1755.13, -2.342, -0.98, 0.00
247.56, 1755.13, -2.333, -0.98, 0.00
247.57, 1755.14, -2.323, -0.98, 0.00
247.57, 1755.14, -2.313, -0.98, 0.00
247.57, 1755.14, -2.303, -0.98, 0.00
247.58, 1755.15, -2.294, -0.98, 0.00
247.58, 1755.15, -2.284, -0.98, 0.00
247.58, 1755.16, -2.274, -0.98, 0.00
247.58, 1755.16, -2.264, -0.98, 0.00
247.59, 1755.16, -2.254, -0.98, 0.00
247.59, 1755.17, -2.245, -0.98, 0.00
247.59, 1755.17, -2.235, -0.98, 0.00
247.60, 1755.17, -2.225, -0.98, 0.00
247.60, 1755.18, -2.215, -0.98, 0.00
247.60, 1755.18, -2.206, -0.98, 0.00
247.61, 1755.19, -2.196, -0.98, 0.00
247.61, 1755.19, -2.186, -0.98, 0.00
247.61, 1755.19, -2.176, -0.98, 0.00
247.61, 1755.20, -2.167, -0.98, 0.00
247.62, 1755.20, -2.157, -0.98, 0.00
247.62, 1755.21, -2.147, -0.98, 0.00
247.62, 1755.21, -2.137, -0.98, 0.00
247.62, 1755.22, -2.127, -0.98, 0.00
247.63, 1755.22, -2.118, -0.98, 0.00
247.63, 1755.22, -2.108, -0.98, 0.00
247.63, 1755.23, -2.098, -0.98, 0.00
247.63, 1755.23, -2.088, -0.98, 0.00
247.64, 1755.24, -2.079, -0.98, 0.00
247.64, 1755.24, -2.069, -0.98, 0.00
247.64, 1755.25, -2.059, -0.98, 0.00
247.64, 1755.25, -2.049, -0.98, 0.00
247.65, 1755.25, -2.039, -0.98, 0.00
247.65, 1755.26, -2.030, -0.98, 0.00
247.65, 1755.26, -2.020, -0.98, 0.00
247.65, 1755.27, -2.010, -0.98, 0.00
247.66, 1755.27, -2.000, -0.98, 0.00
